position,hand_rank_tuple,wins,total_matchups,win_rate
front,"(1, 14, 8)",1,1,0.080
front,"(1, 14, 9)",1,1,0.080
front,"(1, 14, 10)",1,1,0.080
front,"(1, 14, 11)",1,1,0.080
front,"(1, 14, 12)",1,1,0.080
front,"(1, 14, 13)",1,1,0.080
front,"(1, 13, 2)",1,1,0.073
front,"(1, 13, 3)",1,1,0.073
front,"(1, 13, 4)",1,1,0.073
front,"(1, 13, 5)",1,1,0.073
front,"(1, 13, 6)",1,1,0.073
front,"(1, 13, 7)",1,1,0.073
front,"(1, 13, 8)",1,1,0.073
front,"(1, 13, 9)",1,1,0.073
front,"(1, 13, 10)",1,1,0.073
front,"(1, 13, 11)",1,1,0.073
front,"(1, 13, 12)",1,1,0.073
front,"(1, 12, 2)",1,1,0.067
front,"(1, 12, 3)",1,1,0.067
front,"(1, 12, 4)",1,1,0.067
front,"(1, 12, 5)",1,1,0.067
front,"(1, 12, 6)",1,1,0.067
front,"(1, 12, 7)",1,1,0.067
front,"(1, 12, 8)",1,1,0.067
front,"(1, 12, 9)",1,1,0.067
front,"(1, 12, 10)",1,1,0.067
front,"(1, 12, 11)",1,1,0.067
front,"(1, 11, 2)",1,1,0.060
front,"(1, 11, 3)",1,1,0.060
front,"(1, 11, 4)",1,1,0.060
front,"(1, 11, 5)",1,1,0.060
front,"(1, 11, 6)",1,1,0.060
front,"(1, 11, 7)",1,1,0.060
front,"(1, 11, 8)",1,1,0.060
front,"(1, 11, 9)",1,1,0.060
front,"(1, 11, 10)",1,1,0.060
front,"(1, 10, 2)",1,1,0.053
front,"(1, 10, 3)",1,1,0.053
front,"(1, 10, 4)",1,1,0.053
front,"(1, 10, 5)",1,1,0.053
front,"(1, 10, 6)",1,1,0.053
front,"(1, 10, 7)",1,1,0.053
front,"(1, 10, 8)",1,1,0.053
front,"(1, 10, 9)",1,1,0.053
front,"(1, 9, 2)",1,1,0.047
front,"(1, 9, 3)",1,1,0.047
front,"(1, 9, 4)",1,1,0.047
front,"(1, 9, 5)",1,1,0.047
front,"(1, 9, 6)",1,1,0.047
front,"(1, 9, 7)",1,1,0.047
front,"(1, 9, 8)",1,1,0.047
front,"(1, 8, 2)",1,1,0.040
front,"(1, 8, 3)",1,1,0.040
front,"(1, 8, 4)",1,1,0.040
front,"(1, 8, 5)",1,1,0.040
front,"(1, 8, 6)",1,1,0.040
front,"(1, 8, 7)",1,1,0.040
front,"(1, 7, 2)",1,1,0.033
front,"(1, 7, 3)",1,1,0.033
front,"(1, 7, 4)",1,1,0.033
front,"(1, 7, 5)",1,1,0.033
front,"(1, 7, 6)",1,1,0.033
front,"(1, 6, 2)",1,1,0.027
front,"(1, 6, 3)",1,1,0.027
front,"(1, 6, 4)",1,1,0.027
front,"(1, 6, 5)",1,1,0.027
front,"(1, 5, 2)",1,1,0.020
front,"(1, 5, 3)",1,1,0.020
front,"(1, 5, 4)",1,1,0.020
front,"(1, 4, 2)",1,1,0.013
front,"(1, 4, 3)",1,1,0.013
front,"(1, 3, 2)",1,1,0.007
